"","Volume","Speed","Delay","Stops","Date","Time","Day"
"39521",317,22,160,244,"2/27/14","12:30","Thurs"
"39522",305,20,154,225,"2/27/14","12:35","Thurs"
"39523",388,23,195,284,"2/27/14","12:40","Thurs"
"39524",474,22,238,370,"2/27/14","12:45","Thurs"
"39525",325,27,164,220,"2/27/14","12:50","Thurs"
"39526",379,18,191,271,"2/27/14","12:55","Thurs"
"39527",389,15,196,293,"2/27/14","13:00","Thurs"
"39528",201,15,102,141,"2/27/14","13:05","Thurs"
"39529",211,17,107,146,"2/27/14","13:10","Thurs"
"39530",335,15,169,231,"2/27/14","13:15","Thurs"
"39531",293,18,148,210,"2/27/14","13:20","Thurs"
"39532",366,15,185,274,"2/27/14","13:25","Thurs"
"39533",356,10,179,264,"2/27/14","13:30","Thurs"
"39534",405,17,204,301,"2/27/14","13:35","Thurs"
"39535",313,12,158,241,"2/27/14","13:40","Thurs"
"39536",484,12,243,363,"2/27/14","13:45","Thurs"
"39537",405,13,204,309,"2/27/14","13:50","Thurs"
"39538",313,9,158,217,"2/27/14","13:55","Thurs"
"39539",423,9,213,331,"2/27/14","14:00","Thurs"
"39540",388,17,196,276,"2/27/14","14:05","Thurs"
"39541",439,15,221,307,"2/27/14","14:10","Thurs"
"39542",382,19,193,270,"2/27/14","14:15","Thurs"
"39543",388,16,196,284,"2/27/14","14:20","Thurs"
"39544",240,28,121,160,"2/27/14","14:25","Thurs"
"39545",448,16,225,335,"2/27/14","14:30","Thurs"
"39546",404,20,203,308,"2/27/14","14:35","Thurs"
"39547",409,19,206,301,"2/27/14","14:40","Thurs"
"39548",397,17,200,290,"2/27/14","14:45","Thurs"
"39549",367,24,185,259,"2/27/14","14:50","Thurs"
"39550",301,24,152,209,"2/27/14","14:55","Thurs"
"39551",406,22,205,290,"2/27/14","15:00","Thurs"
"39552",470,17,237,366,"2/27/14","15:05","Thurs"
"39553",434,15,218,330,"2/27/14","15:10","Thurs"
"39554",441,19,222,341,"2/27/14","15:15","Thurs"
"39555",398,21,201,314,"2/27/14","15:20","Thurs"
"39556",470,15,237,358,"2/27/14","15:25","Thurs"
"39557",451,18,227,335,"2/27/14","15:30","Thurs"
"39558",482,21,243,350,"2/27/14","15:35","Thurs"
"39559",413,18,208,293,"2/27/14","15:40","Thurs"
"39560",489,17,246,382,"2/27/14","15:45","Thurs"
"39561",497,15,250,376,"2/27/14","15:50","Thurs"
"39562",447,18,225,289,"2/27/14","15:55","Thurs"
"39563",400,19,202,275,"2/27/14","16:00","Thurs"
"39564",466,12,235,323,"2/27/14","16:05","Thurs"
"39565",498,15,250,353,"2/27/14","16:10","Thurs"
"39566",501,24,252,350,"2/27/14","16:15","Thurs"
"39567",625,17,314,465,"2/27/14","16:20","Thurs"
"39568",450,16,227,318,"2/27/14","16:25","Thurs"
"39569",511,22,257,363,"2/27/14","16:30","Thurs"
"39570",443,19,223,312,"2/27/14","16:35","Thurs"
"39571",535,12,269,394,"2/27/14","16:40","Thurs"
"39572",478,11,241,323,"2/27/14","16:45","Thurs"
"39573",599,16,301,439,"2/27/14","16:50","Thurs"
"39574",325,22,164,222,"2/27/14","16:55","Thurs"
"39575",507,23,255,366,"2/27/14","17:00","Thurs"
"39576",486,11,245,335,"2/27/14","17:05","Thurs"
"39577",625,14,314,477,"2/27/14","17:10","Thurs"
"39578",859,9,431,699,"2/27/14","17:15","Thurs"
"39579",676,9,340,495,"2/27/14","17:20","Thurs"
"39580",557,11,280,394,"2/27/14","17:25","Thurs"
"39581",537,13,270,381,"2/27/14","17:30","Thurs"
"39582",570,20,287,422,"2/27/14","17:35","Thurs"
"39583",522,8,262,351,"2/27/14","17:40","Thurs"
"39584",600,12,302,466,"2/27/14","17:45","Thurs"
"39585",441,18,222,321,"2/27/14","17:50","Thurs"
"39586",382,23,192,274,"2/27/14","17:55","Thurs"
"39587",497,23,250,377,"2/27/14","18:00","Thurs"
"39588",405,9,204,309,"2/27/14","18:05","Thurs"
"39589",459,11,231,343,"2/27/14","18:10","Thurs"
"39590",404,15,203,294,"2/27/14","18:15","Thurs"
"39591",346,16,175,248,"2/27/14","18:20","Thurs"
"39592",324,21,163,244,"2/27/14","18:25","Thurs"
"39593",360,15,182,251,"2/27/14","18:30","Thurs"
"39594",431,19,217,308,"2/27/14","18:35","Thurs"
"39595",366,19,184,253,"2/27/14","18:40","Thurs"
"39596",361,19,182,266,"2/27/14","18:45","Thurs"
"39597",243,23,123,175,"2/27/14","18:50","Thurs"
"39598",281,16,142,212,"2/27/14","18:55","Thurs"
"39599",243,20,123,176,"2/27/14","19:00","Thurs"
"39600",232,21,117,151,"2/27/14","19:05","Thurs"
"39601",355,18,179,247,"2/27/14","19:10","Thurs"
"39602",311,15,157,223,"2/27/14","19:15","Thurs"
"39603",340,19,171,260,"2/27/14","19:20","Thurs"
"39604",247,18,125,155,"2/27/14","19:25","Thurs"
"39605",196,20,99,128,"2/27/14","19:30","Thurs"
"39606",263,18,133,183,"2/27/14","19:35","Thurs"
"39607",297,18,150,200,"2/27/14","19:40","Thurs"
"39608",283,18,143,175,"2/27/14","19:45","Thurs"
"39609",175,19,89,115,"2/27/14","19:50","Thurs"
"39610",283,20,143,196,"2/27/14","19:55","Thurs"
"39611",247,23,124,196,"2/27/14","20:00","Thurs"
"39612",204,23,102,137,"2/27/14","20:05","Thurs"
"39613",240,18,121,176,"2/27/14","20:10","Thurs"
"39614",219,21,110,147,"2/27/14","20:15","Thurs"
"39615",180,18,91,116,"2/27/14","20:20","Thurs"
"39616",254,19,128,167,"2/27/14","20:25","Thurs"
"39617",304,15,153,216,"2/27/14","20:30","Thurs"
"39618",234,23,118,151,"2/27/14","20:35","Thurs"
"39619",204,27,102,132,"2/27/14","20:40","Thurs"
"39620",296,21,149,220,"2/27/14","20:45","Thurs"
"39621",223,19,112,159,"2/27/14","20:50","Thurs"
"39622",159,19,80,119,"2/27/14","20:55","Thurs"
"39623",128,15,65,80,"2/27/14","21:00","Thurs"
"39624",316,18,158,216,"2/27/14","21:05","Thurs"
"39625",298,20,150,191,"2/27/14","21:10","Thurs"
"39626",409,20,205,288,"2/27/14","21:15","Thurs"
"39627",480,19,240,348,"2/27/14","21:20","Thurs"
"39628",518,18,260,390,"2/27/14","21:25","Thurs"
"39629",405,18,203,317,"2/27/14","21:30","Thurs"
"39630",284,18,143,188,"2/27/14","21:35","Thurs"
"39631",284,20,143,204,"2/27/14","21:40","Thurs"
"39632",87,13,44,55,"2/27/14","21:45","Thurs"
"39633",217,21,109,149,"2/27/14","21:50","Thurs"
"39634",202,17,101,150,"2/27/14","21:55","Thurs"
"39635",84,19,42,60,"2/27/14","22:00","Thurs"
"39636",143,27,72,96,"2/27/14","22:05","Thurs"
"39637",188,17,95,124,"2/27/14","22:10","Thurs"
"39638",144,26,72,108,"2/27/14","22:15","Thurs"
"39639",122,25,62,79,"2/27/14","22:20","Thurs"
"39640",96,22,48,60,"2/27/14","22:25","Thurs"
"39641",132,25,67,84,"2/27/14","22:30","Thurs"
"39642",84,24,43,68,"2/27/14","22:35","Thurs"
"39643",107,29,54,87,"2/27/14","22:40","Thurs"
"39644",103,27,52,79,"2/27/14","22:45","Thurs"
"39645",72,13,36,48,"2/27/14","22:50","Thurs"
"39646",24,11,12,24,"2/27/14","22:55","Thurs"
"39647",64,17,33,52,"2/27/14","23:00","Thurs"
"39648",131,31,66,96,"2/27/14","23:05","Thurs"
"39649",48,19,24,48,"2/27/14","23:10","Thurs"
"39650",88,22,44,60,"2/27/14","23:15","Thurs"
"39651",108,27,54,72,"2/27/14","23:20","Thurs"
"39652",75,13,38,43,"2/27/14","23:25","Thurs"
"39653",96,17,49,68,"2/27/14","23:30","Thurs"
"39654",111,21,56,67,"2/27/14","23:35","Thurs"
"39655",91,15,46,55,"2/27/14","23:40","Thurs"
"39656",76,8,39,52,"2/27/14","23:45","Thurs"
"39657",84,14,42,67,"2/27/14","23:50","Thurs"
"39658",95,13,48,63,"2/27/14","23:55","Thurs"
"39659",84,13,42,60,"2/28/14","0:00","Fri"
"39660",55,11,28,43,"2/28/14","0:05","Fri"
"39661",76,17,38,52,"2/28/14","0:10","Fri"
"39662",43,9,22,31,"2/28/14","0:15","Fri"
"39663",48,21,24,48,"2/28/14","0:20","Fri"
"39664",44,14,23,40,"2/28/14","0:25","Fri"
"39665",51,9,26,28,"2/28/14","0:30","Fri"
"39666",75,15,38,55,"2/28/14","0:35","Fri"
"39667",60,20,30,48,"2/28/14","0:40","Fri"
"39668",71,22,36,59,"2/28/14","0:45","Fri"
"39669",67,18,34,55,"2/28/14","0:50","Fri"
"39670",12,5,6,12,"2/28/14","0:55","Fri"
"39671",4,0,2,4,"2/28/14","1:00","Fri"
"39672",79,14,40,67,"2/28/14","1:05","Fri"
"39673",36,5,18,24,"2/28/14","1:10","Fri"
"39674",16,3,8,16,"2/28/14","1:15","Fri"
"39675",43,10,22,31,"2/28/14","1:20","Fri"
"39676",52,20,26,52,"2/28/14","1:25","Fri"
"39677",31,12,16,31,"2/28/14","1:30","Fri"
"39678",12,2,6,12,"2/28/14","1:35","Fri"
"39679",24,11,12,24,"2/28/14","1:40","Fri"
"39680",40,10,20,28,"2/28/14","1:45","Fri"
"39681",43,10,22,31,"2/28/14","1:50","Fri"
"39682",48,13,24,36,"2/28/14","1:55","Fri"
"39683",48,14,24,36,"2/28/14","2:00","Fri"
"39684",60,8,30,48,"2/28/14","2:05","Fri"
"39685",72,13,36,48,"2/28/14","2:10","Fri"
"39686",16,4,8,16,"2/28/14","2:15","Fri"
"39687",24,9,12,24,"2/28/14","2:20","Fri"
"39688",31,11,16,31,"2/28/14","2:25","Fri"
"39689",48,6,24,36,"2/28/14","2:30","Fri"
"39690",8,1,5,4,"2/28/14","2:35","Fri"
"39691",24,4,12,12,"2/28/14","2:40","Fri"
"39692",15,3,8,7,"2/28/14","2:45","Fri"
"39693",24,5,12,12,"2/28/14","2:50","Fri"
"39694",12,2,6,12,"2/28/14","2:55","Fri"
"39695",12,5,6,12,"2/28/14","3:00","Fri"
"39696",0,0,0,0,"2/28/14","3:05","Fri"
"39697",56,14,29,52,"2/28/14","3:10","Fri"
"39698",24,4,12,12,"2/28/14","3:15","Fri"
"39699",43,16,22,36,"2/28/14","3:20","Fri"
"39700",43,17,22,43,"2/28/14","3:25","Fri"
"39701",16,3,8,16,"2/28/14","3:30","Fri"
"39702",31,6,16,31,"2/28/14","3:35","Fri"
"39703",24,8,12,24,"2/28/14","3:40","Fri"
"39704",12,5,6,12,"2/28/14","3:45","Fri"
"39705",24,3,12,12,"2/28/14","3:50","Fri"
"39706",12,2,6,12,"2/28/14","3:55","Fri"
"39707",12,5,6,12,"2/28/14","4:00","Fri"
"39708",28,11,14,28,"2/28/14","4:05","Fri"
"39709",7,1,4,7,"2/28/14","4:10","Fri"
"39710",48,10,24,36,"2/28/14","4:15","Fri"
"39711",16,7,8,16,"2/28/14","4:20","Fri"
"39712",19,6,10,19,"2/28/14","4:25","Fri"
"39713",32,7,16,28,"2/28/14","4:30","Fri"
"39714",39,11,20,31,"2/28/14","4:35","Fri"
"39715",12,2,6,12,"2/28/14","4:40","Fri"
"39716",12,5,6,12,"2/28/14","4:45","Fri"
"39717",12,5,6,12,"2/28/14","4:50","Fri"
"39718",64,21,32,52,"2/28/14","4:55","Fri"
"39719",31,8,16,31,"2/28/14","5:00","Fri"
"39720",104,8,53,64,"2/28/14","5:05","Fri"
"39721",51,9,26,43,"2/28/14","5:10","Fri"
"39722",44,5,23,28,"2/28/14","5:15","Fri"
"39723",64,11,33,52,"2/28/14","5:20","Fri"
"39724",63,6,32,43,"2/28/14","5:25","Fri"
"39725",73,6,37,57,"2/28/14","5:30","Fri"
"39726",126,9,64,94,"2/28/14","5:35","Fri"
"39727",76,16,39,64,"2/28/14","5:40","Fri"
"39728",88,10,44,59,"2/28/14","5:45","Fri"
"39729",147,8,74,79,"2/28/14","5:50","Fri"
"39730",56,8,29,40,"2/28/14","5:55","Fri"
"39731",55,19,28,48,"2/28/14","6:00","Fri"
"39732",208,14,105,155,"2/28/14","6:05","Fri"
"39733",91,18,46,72,"2/28/14","6:10","Fri"
"39734",96,12,48,72,"2/28/14","6:15","Fri"
"39735",91,12,46,55,"2/28/14","6:20","Fri"
"39736",181,8,92,102,"2/28/14","6:25","Fri"
"39737",183,12,93,115,"2/28/14","6:30","Fri"
"39738",250,10,126,152,"2/28/14","6:35","Fri"
"39739",217,12,110,122,"2/28/14","6:40","Fri"
"39740",230,11,116,135,"2/28/14","6:45","Fri"
"39741",270,7,136,178,"2/28/14","6:50","Fri"
"39742",240,8,121,150,"2/28/14","6:55","Fri"
"39743",224,12,113,128,"2/28/14","7:00","Fri"
"39744",286,17,144,174,"2/28/14","7:05","Fri"
"39745",292,13,147,177,"2/28/14","7:10","Fri"
"39746",287,15,145,179,"2/28/14","7:15","Fri"
"39747",399,12,201,275,"2/28/14","7:20","Fri"
"39748",291,19,147,195,"2/28/14","7:25","Fri"
"39749",271,20,137,169,"2/28/14","7:30","Fri"
"39750",350,21,176,227,"2/28/14","7:35","Fri"
"39751",272,17,137,176,"2/28/14","7:40","Fri"
"39752",219,18,111,136,"2/28/14","7:45","Fri"
"39753",281,21,142,178,"2/28/14","7:50","Fri"
"39754",318,18,160,208,"2/28/14","7:55","Fri"
"39755",186,18,94,125,"2/28/14","8:00","Fri"
"39756",236,21,119,162,"2/28/14","8:05","Fri"
"39757",309,17,156,222,"2/28/14","8:10","Fri"
"39758",234,21,118,155,"2/28/14","8:15","Fri"
"39759",251,20,127,181,"2/28/14","8:20","Fri"
"39760",228,17,116,140,"2/28/14","8:25","Fri"
"39761",279,21,141,160,"2/28/14","8:30","Fri"
"39762",192,26,98,139,"2/28/14","8:35","Fri"
"39763",332,24,167,234,"2/28/14","8:40","Fri"
"39764",267,33,135,188,"2/28/14","8:45","Fri"
"39765",352,17,177,237,"2/28/14","8:50","Fri"
"39766",263,20,133,183,"2/28/14","8:55","Fri"
"39767",263,28,133,171,"2/28/14","9:00","Fri"
"39768",257,21,130,165,"2/28/14","9:05","Fri"
"39769",317,24,160,225,"2/28/14","9:10","Fri"
"39770",261,22,133,191,"2/28/14","9:15","Fri"
"39771",249,26,126,169,"2/28/14","9:20","Fri"
"39772",313,21,158,215,"2/28/14","9:25","Fri"
"39773",223,20,113,162,"2/28/14","9:30","Fri"
"39774",328,22,166,235,"2/28/14","9:35","Fri"
"39775",308,28,156,213,"2/28/14","9:40","Fri"
"39776",254,30,128,163,"2/28/14","9:45","Fri"
"39777",276,24,140,176,"2/28/14","9:50","Fri"
"39778",280,22,141,200,"2/28/14","9:55","Fri"
"39779",360,24,182,259,"2/28/14","10:00","Fri"
"39780",244,26,123,173,"2/28/14","10:05","Fri"
"39781",211,19,107,143,"2/28/14","10:10","Fri"
"39782",329,26,166,249,"2/28/14","10:15","Fri"
"39783",299,25,151,219,"2/28/14","10:20","Fri"
"39784",236,29,119,156,"2/28/14","10:25","Fri"
"39785",316,28,160,224,"2/28/14","10:30","Fri"
"39786",331,25,167,238,"2/28/14","10:35","Fri"
"39787",379,21,191,293,"2/28/14","10:40","Fri"
"39788",296,21,149,211,"2/28/14","10:45","Fri"
"39789",275,22,139,184,"2/28/14","10:50","Fri"
"39790",178,20,90,128,"2/28/14","10:55","Fri"
"39791",339,23,171,251,"2/28/14","11:00","Fri"
"39792",314,24,159,210,"2/28/14","11:05","Fri"
"39793",326,22,164,234,"2/28/14","11:10","Fri"
"39794",424,26,214,320,"2/28/14","11:15","Fri"
"39795",268,29,135,176,"2/28/14","11:20","Fri"
"39796",329,29,166,249,"2/28/14","11:25","Fri"
"39797",422,22,213,333,"2/28/14","11:30","Fri"
"39798",308,22,155,211,"2/28/14","11:35","Fri"
"39799",339,21,171,220,"2/28/14","11:40","Fri"
"39800",459,15,231,342,"2/28/14","11:45","Fri"
"39801",437,25,220,325,"2/28/14","11:50","Fri"
"39802",340,22,172,239,"2/28/14","11:55","Fri"
"39803",356,25,179,252,"2/28/14","12:00","Fri"
"39804",463,26,233,344,"2/28/14","12:05","Fri"
"39805",457,22,230,353,"2/28/14","12:10","Fri"
"39806",320,25,162,228,"2/28/14","12:15","Fri"
"39807",311,33,157,220,"2/28/14","12:20","Fri"
"39808",234,24,119,161,"2/28/14","12:25","Fri"
"39809",410,19,207,299,"2/28/14","12:30","Fri"
"39810",353,22,178,261,"2/28/14","12:35","Fri"
"39811",307,24,155,222,"2/28/14","12:40","Fri"
"39812",343,27,173,235,"2/28/14","12:45","Fri"
"39813",322,22,163,226,"2/28/14","12:50","Fri"
"39814",330,22,167,229,"2/28/14","12:55","Fri"
"39815",375,30,189,281,"2/28/14","13:00","Fri"
"39816",291,23,147,209,"2/28/14","13:05","Fri"
"39817",433,24,218,319,"2/28/14","13:10","Fri"
"39818",384,19,194,292,"2/28/14","13:15","Fri"
"39819",319,26,161,226,"2/28/14","13:20","Fri"
"39820",423,23,213,320,"2/28/14","13:25","Fri"
"39821",318,22,161,226,"2/28/14","13:30","Fri"
"39822",405,22,204,301,"2/28/14","13:35","Fri"
"39823",461,18,232,340,"2/28/14","13:40","Fri"
"39824",464,14,234,353,"2/28/14","13:45","Fri"
"39825",410,12,207,317,"2/28/14","13:50","Fri"
"39826",431,20,217,323,"2/28/14","13:55","Fri"
"39827",407,20,205,290,"2/28/14","14:00","Fri"
"39828",405,25,204,294,"2/28/14","14:05","Fri"
"39829",401,18,202,286,"2/28/14","14:10","Fri"
"39830",409,20,206,305,"2/28/14","14:15","Fri"
"39831",335,27,169,244,"2/28/14","14:20","Fri"
"39832",339,20,171,246,"2/28/14","14:25","Fri"
"39833",353,17,178,252,"2/28/14","14:30","Fri"
"39834",338,22,170,242,"2/28/14","14:35","Fri"
"39835",438,16,221,347,"2/28/14","14:40","Fri"
"39836",389,21,196,300,"2/28/14","14:45","Fri"
"39837",453,21,228,332,"2/28/14","14:50","Fri"
"39838",430,20,216,322,"2/28/14","14:55","Fri"
"39839",496,22,250,388,"2/28/14","15:00","Fri"
"39840",514,17,259,406,"2/28/14","15:05","Fri"
"39841",516,18,259,396,"2/28/14","15:10","Fri"
"39842",499,26,251,376,"2/28/14","15:15","Fri"
"39843",521,26,262,418,"2/28/14","15:20","Fri"
"39844",365,14,184,260,"2/28/14","15:25","Fri"
"39845",503,14,253,369,"2/28/14","15:30","Fri"
"39846",416,23,210,329,"2/28/14","15:35","Fri"
"39847",543,21,273,422,"2/28/14","15:40","Fri"
"39848",478,22,241,367,"2/28/14","15:45","Fri"
"39849",450,22,227,331,"2/28/14","15:50","Fri"
"39850",578,17,290,381,"2/28/14","15:55","Fri"
"39851",438,16,220,298,"2/28/14","16:00","Fri"
"39852",557,5,280,397,"2/28/14","16:05","Fri"
"39853",390,14,196,258,"2/28/14","16:10","Fri"
"39854",546,10,274,402,"2/28/14","16:15","Fri"
"39855",479,19,241,331,"2/28/14","16:20","Fri"
"39856",532,16,268,384,"2/28/14","16:25","Fri"
"39857",487,14,245,350,"2/28/14","16:30","Fri"
"39858",570,10,286,406,"2/28/14","16:35","Fri"
"39859",532,8,268,376,"2/28/14","16:40","Fri"
"39860",564,19,283,396,"2/28/14","16:45","Fri"
"39861",472,22,238,336,"2/28/14","16:50","Fri"
"39862",483,26,245,681,"2/28/14","16:55","Fri"
"39863",450,16,227,364,"2/28/14","17:00","Fri"
"39864",568,13,286,407,"2/28/14","17:05","Fri"
"39865",724,13,364,544,"2/28/14","17:10","Fri"
"39866",429,9,216,333,"2/28/14","17:15","Fri"
"39867",747,6,377,749,"2/28/14","17:20","Fri"
"39868",582,10,293,430,"2/28/14","17:25","Fri"
"39869",557,14,280,397,"2/28/14","17:30","Fri"
"39870",565,22,284,397,"2/28/14","17:35","Fri"
"39871",510,21,257,346,"2/28/14","17:40","Fri"
"39872",452,23,228,334,"2/28/14","17:45","Fri"
"39873",391,25,197,287,"2/28/14","17:50","Fri"
"39874",339,18,171,235,"2/28/14","17:55","Fri"
"39875",390,24,197,289,"2/28/14","18:00","Fri"
"39876",511,24,257,391,"2/28/14","18:05","Fri"
"39877",461,23,232,329,"2/28/14","18:10","Fri"
"39878",325,25,164,238,"2/28/14","18:15","Fri"
"39879",353,24,178,260,"2/28/14","18:20","Fri"
"39880",378,20,190,264,"2/28/14","18:25","Fri"
"39881",438,19,221,311,"2/28/14","18:30","Fri"
"39882",240,23,121,171,"2/28/14","18:35","Fri"
"39883",374,32,189,388,"2/28/14","18:40","Fri"
"39884",369,28,186,283,"2/28/14","18:45","Fri"
"39885",412,28,208,290,"2/28/14","18:50","Fri"
"39886",202,28,102,139,"2/28/14","18:55","Fri"
"39887",380,27,192,286,"2/28/14","19:00","Fri"
"39888",289,23,146,207,"2/28/14","19:05","Fri"
"39889",247,23,125,166,"2/28/14","19:10","Fri"
"39890",266,24,135,177,"2/28/14","19:15","Fri"
"39891",258,25,131,175,"2/28/14","19:20","Fri"
"39892",265,26,134,202,"2/28/14","19:25","Fri"
"39893",264,24,133,191,"2/28/14","19:30","Fri"
"39894",325,26,164,209,"2/28/14","19:35","Fri"
"39895",292,25,148,217,"2/28/14","19:40","Fri"
"39896",231,26,117,158,"2/28/14","19:45","Fri"
"39897",130,15,66,98,"2/28/14","19:50","Fri"
"39898",243,40,123,166,"2/28/14","19:55","Fri"
"39899",194,35,97,135,"2/28/14","20:00","Fri"
"39900",264,29,132,192,"2/28/14","20:05","Fri"
"39901",216,27,108,144,"2/28/14","20:10","Fri"
"39902",173,29,87,113,"2/28/14","20:15","Fri"
"39903",246,27,124,174,"2/28/14","20:20","Fri"
"39904",227,22,114,143,"2/28/14","20:25","Fri"
"39905",245,24,123,180,"2/28/14","20:30","Fri"
"39906",187,31,94,132,"2/28/14","20:35","Fri"
"39907",287,29,144,203,"2/28/14","20:40","Fri"
"39908",174,29,88,114,"2/28/14","20:45","Fri"
"39909",232,31,117,196,"2/28/14","20:50","Fri"
"39910",192,29,97,120,"2/28/14","20:55","Fri"
"39911",276,27,139,192,"2/28/14","21:00","Fri"
"39912",233,26,117,149,"2/28/14","21:05","Fri"
"39913",216,29,109,150,"2/28/14","21:10","Fri"
"39914",142,30,72,101,"2/28/14","21:15","Fri"
"39915",227,25,114,167,"2/28/14","21:20","Fri"
"39916",164,26,83,97,"2/28/14","21:25","Fri"
"39917",197,22,99,137,"2/28/14","21:30","Fri"
"39918",202,30,102,137,"2/28/14","21:35","Fri"
"39919",145,33,73,90,"2/28/14","21:40","Fri"
"39920",178,28,89,125,"2/28/14","21:45","Fri"
"39921",224,29,113,145,"2/28/14","21:50","Fri"
"39922",207,30,104,154,"2/28/14","21:55","Fri"
"39923",215,28,108,131,"2/28/14","22:00","Fri"
"39924",186,27,94,102,"2/28/14","22:05","Fri"
"39925",144,23,72,96,"2/28/14","22:10","Fri"
"39926",245,28,123,161,"2/28/14","22:15","Fri"
"39927",181,26,91,126,"2/28/14","22:20","Fri"
"39928",310,29,155,209,"2/28/14","22:25","Fri"
"39929",323,17,162,239,"2/28/14","22:30","Fri"
"39930",207,29,104,135,"2/28/14","22:35","Fri"
"39931",140,30,71,104,"2/28/14","22:40","Fri"
"39932",212,28,107,148,"2/28/14","22:45","Fri"
"39933",148,29,75,98,"2/28/14","22:50","Fri"
"39934",119,21,60,90,"2/28/14","22:55","Fri"
"39935",221,28,111,149,"2/28/14","23:00","Fri"
"39936",192,35,96,120,"2/28/14","23:05","Fri"
"39937",132,25,66,84,"2/28/14","23:10","Fri"
"39938",124,27,63,76,"2/28/14","23:15","Fri"
"39939",204,32,102,132,"2/28/14","23:20","Fri"
"39940",156,28,78,96,"2/28/14","23:25","Fri"
"39941",84,19,42,60,"2/28/14","23:30","Fri"
"39942",201,31,101,136,"2/28/14","23:35","Fri"
"39943",200,26,101,122,"2/28/14","23:40","Fri"
"39944",115,23,58,72,"2/28/14","23:45","Fri"
"39945",164,31,83,112,"2/28/14","23:50","Fri"
"39946",295,32,148,199,"2/28/14","23:55","Fri"
"39947",91,30,46,72,"3/1/14","0:00","Sat"
"39948",115,19,58,79,"3/1/14","0:05","Sat"
"39949",84,23,42,60,"3/1/14","0:10","Sat"
"39950",84,22,42,60,"3/1/14","0:15","Sat"
"39951",73,21,37,57,"3/1/14","0:20","Sat"
"39952",98,22,50,55,"3/1/14","0:25","Sat"
"39953",132,20,66,84,"3/1/14","0:30","Sat"
"39954",31,7,16,19,"3/1/14","0:35","Sat"
"39955",52,18,26,40,"3/1/14","0:40","Sat"
"39956",91,25,46,79,"3/1/14","0:45","Sat"
"39957",153,17,77,108,"3/1/14","0:50","Sat"
"39958",126,25,64,87,"3/1/14","0:55","Sat"
"39959",155,22,78,107,"3/1/14","1:00","Sat"
"39960",76,22,39,60,"3/1/14","1:05","Sat"
"39961",116,23,59,80,"3/1/14","1:10","Sat"
"39962",102,25,52,71,"3/1/14","1:15","Sat"
"39963",88,22,45,64,"3/1/14","1:20","Sat"
"39964",112,20,57,84,"3/1/14","1:25","Sat"
"39965",63,18,32,55,"3/1/14","1:30","Sat"
"39966",64,18,32,40,"3/1/14","1:35","Sat"
"39967",54,25,28,42,"3/1/14","1:40","Sat"
"39968",65,18,33,53,"3/1/14","1:45","Sat"
"39969",36,13,18,36,"3/1/14","1:50","Sat"
"39970",148,32,74,96,"3/1/14","1:55","Sat"
"39971",204,30,102,120,"3/1/14","2:00","Sat"
"39972",156,31,78,96,"3/1/14","2:05","Sat"
"39973",103,18,52,72,"3/1/14","2:10","Sat"
"39974",139,24,70,91,"3/1/14","2:15","Sat"
"39975",48,12,24,32,"3/1/14","2:20","Sat"
"39976",111,27,56,79,"3/1/14","2:25","Sat"
"39977",92,20,47,68,"3/1/14","2:30","Sat"
"39978",55,17,28,39,"3/1/14","2:35","Sat"
"39979",40,13,21,32,"3/1/14","2:40","Sat"
"39980",39,10,20,27,"3/1/14","2:45","Sat"
"39981",63,23,32,48,"3/1/14","2:50","Sat"
"39982",68,31,34,48,"3/1/14","2:55","Sat"
"39983",32,11,16,32,"3/1/14","3:00","Sat"
"39984",15,7,8,15,"3/1/14","3:05","Sat"
"39985",20,9,11,20,"3/1/14","3:10","Sat"
"39986",48,22,24,48,"3/1/14","3:15","Sat"
"39987",24,11,12,24,"3/1/14","3:20","Sat"
"39988",12,5,6,12,"3/1/14","3:25","Sat"
"39989",12,2,6,12,"3/1/14","3:30","Sat"
"39990",24,10,12,24,"3/1/14","3:35","Sat"
"39991",15,7,8,15,"3/1/14","3:40","Sat"
"39992",8,3,5,8,"3/1/14","3:45","Sat"
"39993",24,11,12,24,"3/1/14","3:50","Sat"
"39994",27,7,14,27,"3/1/14","3:55","Sat"
"39995",20,9,11,20,"3/1/14","4:00","Sat"
"39996",12,5,6,12,"3/1/14","4:05","Sat"
"39997",0,0,0,0,"3/1/14","4:10","Sat"
"39998",0,0,0,0,"3/1/14","4:15","Sat"
"39999",12,5,6,12,"3/1/14","4:20","Sat"
"40000",0,0,0,0,"3/1/14","4:25","Sat"
"40001",0,0,0,0,"3/1/14","4:30","Sat"
"40002",12,5,6,12,"3/1/14","4:35","Sat"
"40003",27,8,14,27,"3/1/14","4:40","Sat"
"40004",8,0,5,8,"3/1/14","4:45","Sat"
"40005",36,16,18,36,"3/1/14","4:50","Sat"
"40006",12,5,6,12,"3/1/14","4:55","Sat"
"40007",3,0,2,3,"3/1/14","5:00","Sat"
"40008",32,10,17,32,"3/1/14","5:05","Sat"
"40009",22,3,12,19,"3/1/14","5:10","Sat"
"40010",88,11,45,68,"3/1/14","5:15","Sat"
"40011",48,18,24,48,"3/1/14","5:20","Sat"
"40012",68,18,35,44,"3/1/14","5:25","Sat"
"40013",48,16,24,36,"3/1/14","5:30","Sat"
"40014",36,13,18,36,"3/1/14","5:35","Sat"
