Year,Direction,Speed,Temperature,SeaLevelPressure
2.01312E+11,20,8,18,1030.5
2.01312E+11,110,18,15,1030.8
2.01312E+11,110,15,15,1031.5
2.01312E+11,110,16,13,1031.5
2.01312E+11,120,15,12,1031.5
2.01312E+11,120,15,12,1031.2
2.01312E+11,130,15,12,1031.5
2.01312E+11,120,16,11,1032.2
2.01312E+11,120,17,11,1032.2
2.01312E+11,90,20,13,1031.2
2.01312E+11,90,17,14,1030.8
2.01312E+11,80,21,15,1028.8
2.01312E+11,90,21,16,1027.4
2.01312E+11,90,18,17,1024.7
2.01312E+11,90,22,17,1023.4
2.01312E+11,90,29,17,1021.3
2.01312E+11,80,22,17,1018.6
2.01312E+11,80,23,17,1017.9
2.01312E+11,80,21,17,1014.9
2.01312E+11,80,23,18,1014.6
2.01312E+11,80,24,20,1011.9
2.01312E+11,80,25,21,1010.5
2.01312E+11,70,23,22,1008.8
2.01312E+11,100,15,21,1004.1
2.01312E+11,100,13,21,1003.7
2.01312E+11,150,5,20,1003.7
2.01312E+11,250,7,21,1005.1
2.01312E+11,240,10,22,1005.4
2.01312E+11,300,13,24,1006.8
2.01312E+11,270,11,22,1007.5
2.01312E+11,240,13,22,1007.8
2.01312E+11,240,13,22,1006.8
2.01312E+11,240,10,22,1006.4
2.01312E+11,250,15,22,1007.1
2.01312E+11,250,14,22,1007.5
2.01312E+11,250,7,23,1007.8
2.01312E+11,220,7,23,1007.5
2.01312E+11,200,8,23,1007.8
2.01312E+11,200,9,24,1007.8
2.01312E+11,220,10,25,1008.1
2.01312E+11,240,20,26,1008.5
2.01312E+11,240,20,24,1009.1
2.01312E+11,250,22,22,1010.2
2.01312E+11,240,20,21,1011.2
2.01312E+11,240,21,20,1011.5
2.01312E+11,240,17,19,1012.9
2.01312E+11,240,16,18,1014.2
2.01312E+11,240,13,18,1014.6
2.01312E+11,240,14,17,1015.2
2.01312E+11,240,13,17,1015.9
2.01312E+11,230,11,17,1016.9
2.01312E+11,220,11,17,1017.3
2.01312E+11,220,11,17,1017.9
2.01312E+11,240,13,18,1019
2.01312E+11,250,9,19,1019.6
2.01312E+11,280,13,20,1019.6
2.01312E+11,280,11,19,1020
2.01312E+11,270,11,19,1020.3
2.01312E+11,280,14,19,1020.7
2.01312E+11,260,9,19,1021.3
2.01312E+11,260,7,17,1022
2.01312E+11,230,6,16,1022.4
2.01312E+11,210,5,15,1022.7
2.01312E+11,210,7,13,1023
2.01312E+11,210,8,13,1023
2.01312E+11,210,9,12,1023.4
2.01312E+11,200,8,11,1022.7
2.01312E+11,190,7,11,1022
2.01312E+11,180,7,12,1021.7
2.01312E+11,150,9,13,1021
2.01312E+11,130,13,14,1020.7
2.01312E+11,130,14,13,1018.6
2.01312E+11,110,14,13,1018.6
2.01312E+11,100,15,16,1017.3
2.01312E+11,90,15,16,1015.9
2.01312E+11,90,15,17,1015.6
2.01312E+11,110,13,19,1014.9
2.01312E+11,120,8,19,1014.9
2.01312E+11,150,7,22,1014.6
2.01312E+11,190,7,23,1013.5
2.01312E+11,240,5,25,1013.5
2.01312E+11,260,13,27,1013.5
2.01312E+11,250,13,27,1014.2
2.01312E+11,270,6,27,1014.6
2.01312E+11,270,3,27,1014.6
2.01312E+11,250,2,26,1014.9
2.01312E+11,330,1,27,1014.9
2.01312E+11,170,8,27,1014.9
2.01312E+11,160,5,27,1014.9
2.01312E+11,210,7,27,1015.2
2.01312E+11,200,6,26,1014.9
2.01312E+11,180,8,27,1014.6
2.01312E+11,200,9,26,1013.9
2.01312E+11,190,13,27,1013.9
2.01312E+11,200,10,27,1014.6
2.01312E+11,220,11,27,1014.9
2.01312E+11,230,11,27,1015.2
2.01312E+11,230,11,28,1015.6
2.01312E+11,230,10,27,1016.3
2.01312E+11,250,11,27,1016.6
2.01312E+11,250,11,28,1016.6
2.01312E+11,250,9,29,1016.9
2.01312E+11,260,10,30,1016.9
2.01312E+11,260,15,31,1016.6
2.01312E+11,250,15,31,1016.6
2.01312E+11,260,10,32,1016.6
2.01312E+11,270,11,32,1016.6
2.01312E+11,260,10,32,1017.6
2.01312E+11,260,14,32,1017.6
2.01312E+11,250,13,31,1018.3
2.01312E+11,250,13,31,1018.6
2.01312E+11,220,8,31,1019
2.01312E+11,230,8,31,1018.6
2.01312E+11,200,3,31,1017.9
2.01312E+11,210,6,31,1018.3
2.01312E+11,170,8,31,1017.9
2.01312E+11,160,8,30,1016.9
2.01312E+11,140,8,30,1015.9
2.01312E+11,150,11,30,1015.2
2.01312E+11,140,9,30,1014.6
2.01312E+11,160,8,30,1013.2
2.01312E+11,170,9,31,1012.9
2.01312E+11,160,10,32,1012.9
2.01312E+11,180,8,33,1013.2
2.01312E+11,180,7,35,1013.5
2.01312E+11,240,9,39,1014.2
2.01312E+11,260,15,41,1014.6
2.01312E+11,270,16,42,1014.6
2.01312E+11,260,17,42,1014.6
2.01312E+11,250,16,42,1015.2
2.01312E+11,280,6,42,1015.9
2.01312E+11,280,9,41,1016.6
2.01312E+11,250,8,41,1016.9
2.01312E+11,260,6,40,1017.6
2.01312E+11,30,3,38,1018.3
2.01312E+11,***,0,37,1018.3
2.01312E+11,70,2,37,1018.3
2.01312E+11,130,1,37,1017.6
2.01312E+11,160,2,37,1017.6
2.01312E+11,120,2,36,1016.9
2.01312E+11,100,3,35,1016.3
2.01312E+11,90,3,36,1013.5
2.01312E+11,110,6,37,1012.5
2.01312E+11,110,3,38,1012.2
2.01312E+11,110,2,38,1011.9
2.01312E+11,220,6,43,1012.2
2.01312E+11,230,8,44,1011.9
2.01312E+11,320,6,39,1010.8
2.01312E+11,***,0,39,1010.5
2.01312E+11,100,6,36,1009.5
2.01312E+11,130,5,35,1009.1
2.01312E+11,50,3,36,1008.8
2.01312E+11,120,2,36,1008.8
2.01312E+11,130,5,37,1007.8
2.01312E+11,80,2,37,1007.5
2.01312E+11,***,0,37,1007.5
2.01312E+11,300,3,38,1007.5
2.01312E+11,40,6,35,1010.2
2.01312E+11,100,9,35,1009.5
2.01312E+11,40,20,33,1012.9
2.01312E+11,40,22,32,1012.9
2.01312E+11,50,20,32,1011.9
2.01312E+11,40,21,33,1010.2
2.01312E+11,50,29,33,1007.1
2.01312E+11,50,23,33,1006.1
2.01312E+11,40,21,33,1007.1
2.01312E+11,60,17,33,1006.1
2.01312E+11,60,9,33,1005.8
2.01312E+11,70,7,33,1005.4
2.01312E+11,110,5,35,1009.1
2.01312E+11,260,5,36,1009.8
2.01312E+11,310,6,37,1010.8
2.01312E+11,280,9,41,1012.2
2.01312E+11,240,11,40,1013.5
2.01312E+11,220,7,40,1014.6
2.01312E+11,210,5,39,1014.9
2.01312E+11,***,0,40,1015.2
2.01312E+11,210,5,40,1015.6
2.01312E+11,240,6,41,1015.2
2.01312E+11,240,5,41,1015.6
2.01312E+11,240,7,41,1016.3
2.01312E+11,260,5,41,1016.6
2.01312E+11,***,0,40,1015.9
2.01312E+11,270,5,41,1016.6
2.01312E+11,260,10,40,1016.9
2.01312E+11,250,5,40,1017.3
2.01312E+11,260,10,40,1017.9
2.01312E+11,260,10,40,1018.6
2.01312E+11,310,13,37,1019.3
2.01312E+11,310,13,35,1019.3
2.01312E+11,300,13,34,1019.6
2.01312E+11,300,16,32,1020.3
2.01312E+11,300,10,31,1021.3
2.01312E+11,300,11,31,1022.7
2.01312E+11,300,10,30,1023.7
2.01312E+11,300,9,30,1024
2.01312E+11,300,9,30,1024.4
2.01312E+11,280,9,29,1025.1
2.01312E+11,290,10,29,1025.4
2.01312E+11,300,11,29,1025.4
2.01312E+11,300,10,29,1025.1
2.01312E+11,340,15,27,1025.1
2.01312E+11,300,8,26,1025.4
2.01312E+11,350,5,26,1025.7
2.01312E+11,***,0,26,1025.7
2.01312E+11,***,0,26,1025.1
2.01312E+11,30,8,26,1024.4
2.01312E+11,30,11,25,1024.4
2.01312E+11,40,13,25,1024.4
2.01312E+11,40,13,24,1024.4
2.01312E+11,10,16,23,1024.7
2.01312E+11,10,17,22,1025.4
2.01312E+11,350,16,21,1025.4
2.01312E+11,340,14,21,1025.1
2.01312E+11,350,13,20,1025.4
2.01312E+11,310,9,20,1026.1
2.01312E+11,300,16,20,1026.1
2.01312E+11,260,15,19,1027.1
2.01312E+11,270,18,17,1028.4
2.01312E+11,270,17,17,1029.1
2.01312E+11,260,15,17,1030.1
2.01312E+11,270,20,17,1030.8
2.01312E+11,290,24,16,1031.2
2.01312E+11,270,18,15,1032.2
2.01312E+11,260,13,14,1033.2
2.01312E+11,250,14,13,1033.2
2.01312E+11,260,13,13,1033.5
2.01312E+11,250,13,13,1033.5
2.01312E+11,230,9,12,1033.9
2.01312E+11,240,10,12,1033.9
2.01312E+11,210,8,10,1034.2
2.01312E+11,220,8,10,1034.5
2.01312E+11,210,6,9,1034.2
2.01312E+11,210,8,10,1034.5
2.01312E+11,190,9,11,1034.2
2.01312E+11,180,10,13,1034.5
2.01312E+11,160,11,15,1033.9
2.01312E+11,140,8,16,1032.8
2.01312E+11,130,8,17,1031.8
2.01312E+11,90,6,19,1030.8
2.01312E+11,110,10,19,1029.8
2.01312E+11,100,11,20,1029.5
2.01312E+11,100,10,20,1028.4
2.01312E+11,100,10,21,1027.4
2.01312E+11,120,6,22,1027.1
2.01312E+11,120,9,23,1026.4
2.01312E+11,120,10,23,1025.7
2.01312E+11,130,8,24,1025.1
2.01312E+11,120,8,25,1024.7
2.01312E+11,120,8,25,1024
2.01312E+11,120,9,26,1023.4
2.01312E+11,120,10,26,1023
2.01312E+11,120,9,27,1022.4
2.01312E+11,120,8,27,1021.7
2.01312E+11,120,9,27,1021
2.01312E+11,130,8,28,1020.7
2.01312E+11,140,11,29,1019.6
2.01312E+11,150,9,28,1019.3
2.01312E+11,140,7,28,1019.6
2.01312E+11,160,9,28,1019.6
2.01312E+11,170,10,31,1019.3
2.01312E+11,210,8,30,1019
2.01312E+11,230,7,30,1019.3
2.01312E+11,270,20,31,1019.6
2.01312E+11,250,14,31,1020
2.01312E+11,250,9,32,1021.3
2.01312E+11,230,10,31,1022.4
2.01312E+11,230,10,30,1023.4
2.01312E+11,240,14,29,1024
2.01312E+11,230,13,29,1024.7
2.01312E+11,250,9,28,1024.7
2.01312E+11,230,9,28,1025.1
2.01312E+11,220,14,26,1025.7
2.01312E+11,230,11,25,1025.4
2.01312E+11,220,11,25,1025.7
2.01312E+11,210,14,23,1026.1
2.01312E+11,220,8,24,1026.1
2.01312E+11,210,8,24,1025.7
2.01312E+11,180,8,25,1025.1
2.01312E+11,170,6,26,1024.7
2.01312E+11,160,7,26,1024.7
2.01312E+11,190,9,28,1024.4
2.01312E+11,190,9,28,1024.4
2.01312E+11,210,7,29,1025.1
2.01312E+11,220,7,29,1025.1
2.01312E+11,260,10,31,1024.4
2.01312E+11,270,11,32,1024.4
2.01312E+11,270,13,33,1024
2.01312E+11,260,9,33,1024.4
2.01312E+11,260,11,33,1024.7
2.01312E+11,250,7,32,1025.1
2.01312E+11,230,5,31,1024.7
2.01312E+11,230,3,31,1025.1
2.01312E+11,210,5,31,1024
2.01312E+11,170,6,32,1023.4
2.01312E+11,170,7,33,1022
2.01312E+11,180,10,34,1020.7
2.01312E+11,180,13,35,1019.3
2.01312E+11,180,11,35,1018.3
2.01312E+11,180,11,36,1017.6
2.01312E+11,200,10,37,1017.6
2.01312E+11,190,11,38,1016.3
2.01312E+11,240,13,43,1015.9
2.01312E+11,250,18,44,1016.6
2.01312E+11,260,17,43,1016.9
2.01312E+11,250,13,42,1017.3
2.01312E+11,250,15,42,1018.6
2.01312E+11,260,15,41,1019.3
2.01312E+11,250,10,41,1019.3
2.01312E+11,260,11,41,1018.6
2.01312E+11,260,10,41,1018.6
2.01312E+11,250,14,42,1017.3
2.01312E+11,260,13,43,1017.6
2.01312E+11,260,11,43,1017.6
2.01312E+11,250,5,42,1017.6
2.01312E+11,240,5,41,1018.3
2.01312E+11,200,2,39,1018.3
2.01312E+11,210,2,39,1017.6
2.01312E+11,160,1,34,1017.3
2.01312E+11,150,2,36,1016.3
2.01312E+11,150,2,35,1015.9
2.01312E+11,150,2,33,1014.6
2.01312E+11,150,3,37,1013.5
2.01312E+11,200,7,41,1013.9
2.01312E+11,230,6,42,1013.9
2.01312E+11,170,7,43,1013.2
2.01312E+11,180,10,43,1012.5
2.01312E+11,190,11,44,1011.5
2.01312E+11,180,10,44,1011.5
2.01312E+11,180,10,44,1011.5
2.01312E+11,180,9,44,1009.8
2.01312E+11,180,10,45,1010.5
2.01312E+11,180,15,46,1009.1
2.01312E+11,180,14,47,1007.8
2.01312E+11,200,15,47,1005.8
2.01312E+11,190,14,45,1005.1
2.01312E+11,180,14,43,1005.1
2.01312E+11,180,10,43,1004.4
2.01312E+11,180,10,42,1003.7
2.01312E+11,180,9,42,1004.1
2.01312E+11,190,7,41,1004.4
2.01312E+11,230,9,41,1004.7
2.01312E+11,250,13,40,1005.4
2.01312E+11,240,9,39,1005.8
2.01312E+11,300,28,33,1006.1
2.01312E+11,290,20,29,1008.1
2.01312E+11,280,15,28,1009.8
2.01312E+11,280,15,28,1010.8
2.01312E+11,270,20,26,1012.2
2.01312E+11,280,24,24,1013.9
2.01312E+11,280,16,22,1015.6
2.01312E+11,270,20,20,1017.6
2.01312E+11,280,17,20,1018.6
2.01312E+11,290,20,19,1020.3
2.01312E+11,310,23,18,1021.3
2.01312E+11,290,17,18,1022.7
2.01312E+11,300,20,17,1023.4
2.01312E+11,300,21,18,1023.7
2.01312E+11,290,18,17,1023.7
2.01312E+11,290,16,17,1023.4
2.01312E+11,280,15,18,1023.4
2.01312E+11,260,9,17,1024
2.01312E+11,250,8,17,1024.4
2.01312E+11,250,7,17,1024.4
2.01312E+11,270,8,17,1024.4
2.01312E+11,280,9,18,1024.4
2.01312E+11,250,6,17,1024.4
2.01312E+11,10,8,18,1024
2.01312E+11,200,6,18,1024
2.01312E+11,160,5,18,1023
2.01312E+11,150,5,18,1022.7
2.01312E+11,140,9,18,1021.7
2.01312E+11,130,10,18,1021
2.01312E+11,130,10,18,1020
2.01312E+11,140,9,18,1019.3
2.01312E+11,140,7,18,1018.3
2.01312E+11,160,8,19,1017.6
2.01312E+11,150,7,20,1016.9
2.01312E+11,140,6,20,1016.9
2.01312E+11,160,9,22,1015.9
2.01312E+11,190,10,24,1015.6
2.01312E+11,250,17,24,1015.2
2.01312E+11,260,17,23,1016.6
2.01312E+11,260,22,23,1016.9
2.01312E+11,250,24,22,1017.9
2.01312E+11,240,28,20,1020.3
2.01312E+11,240,23,18,1022
2.01312E+11,240,16,17,1023
2.01401E+11,240,16,17,1023.4
2.01401E+11,240,15,17,1024
2.01401E+11,260,17,17,1023.7
2.01401E+11,250,18,18,1023.7
2.01401E+11,240,11,19,1024
2.01401E+11,230,9,18,1024.4
2.01401E+11,230,10,19,1024.7
2.01401E+11,230,9,20,1025.4
2.01401E+11,250,14,20,1025.7
2.01401E+11,230,15,19,1026.1
2.01401E+11,220,13,19,1026.4
2.01401E+11,220,10,18,1026.8
2.01401E+11,230,10,18,1027.1
2.01401E+11,220,13,18,1028.1
2.01401E+11,230,11,18,1029.1
2.01401E+11,250,10,20,1029.8
2.01401E+11,300,10,19,1030.1
2.01401E+11,290,9,19,1029.5
2.01401E+11,20,11,18,1029.5
2.01401E+11,20,9,18,1029.5
2.01401E+11,10,14,17,1029.5
2.01401E+11,20,10,17,1029.5
2.01401E+11,10,9,17,1029.5
2.01401E+11,20,11,18,1029.5
2.01401E+11,30,11,18,1029.5
2.01401E+11,20,13,17,1029.5
2.01401E+11,40,13,17,1028.8
2.01401E+11,30,14,18,1028.4
2.01401E+11,20,14,18,1027.8
2.01401E+11,100,14,16,1027.4
2.01401E+11,90,16,16,1027.1
2.01401E+11,50,24,16,1026.4
2.01401E+11,50,24,16,1026.4
2.01401E+11,40,25,16,1025.4
2.01401E+11,40,25,16,1024.7
2.01401E+11,40,26,15,1024.7
2.01401E+11,40,24,16,1024.4
2.01401E+11,50,26,15,1021.3
2.01401E+11,40,24,16,1020.7
2.01401E+11,30,31,15,1018.6
2.01401E+11,30,30,15,1017.6
2.01401E+11,20,29,13,1017.3
2.01401E+11,10,29,12,1017.6
2.01401E+11,10,25,8,1017.9
2.01401E+11,10,28,8,1017.9
2.01401E+11,170,10,****,1016.9
2.01401E+11,180,10,****,1016.9
2.01401E+11,180,5,****,1017.6
2.01401E+11,180,3,****,1017.6
2.01401E+11,140,2,****,1018.6
2.01401E+11,160,2,****,1018.6
2.01401E+11,160,2,****,1019.3
2.01401E+11,160,7,****,1019.6
2.01401E+11,150,5,****,1019.6
2.01401E+11,160,7,****,1020
2.01401E+11,160,7,****,1020.3
2.01401E+11,160,6,****,1020.7
2.01401E+11,170,8,****,1020.3
2.01401E+11,190,6,****,1020
2.01401E+11,170,6,****,1020.3
2.01401E+11,150,5,****,1020.3
2.01401E+11,170,5,****,1020.7
2.01401E+11,170,8,31,1021
2.01401E+11,150,7,32,1020.7
2.01401E+11,120,7,31,1019.6
2.01401E+11,120,8,32,1018.6
2.01401E+11,110,7,32,1017.6
2.01401E+11,90,7,32,1016.6
2.01401E+11,100,7,32,1015.2
2.01401E+11,110,10,33,1013.5
2.01401E+11,110,6,33,1012.9
2.01401E+11,110,14,34,1010.5
2.01401E+11,100,13,34,1008.8
2.01401E+11,110,15,35,1006.4
2.01401E+11,110,16,37,1002.7
2.01401E+11,130,18,41,1001
2.01401E+11,140,20,45,999
2.01401E+11,160,13,46,997
2.01401E+11,160,11,47,995.6
2.01401E+11,150,13,46,992.9
2.01401E+11,150,13,47,991.9
2.01401E+11,170,13,47,990.2
2.01401E+11,210,16,47,991.2
2.01401E+11,230,11,45,991.2
2.01401E+11,250,25,35,995.6
2.01401E+11,240,21,34,998.3
2.01401E+11,250,23,30,1000.7
2.01401E+11,260,17,28,1002
2.01401E+11,270,23,28,1002
2.01401E+11,270,23,28,1001.7
2.01401E+11,250,22,27,1002.4
2.01401E+11,250,24,25,1003.4
2.01401E+11,240,25,24,1004.1
2.01401E+11,250,23,22,1004.1
2.01401E+11,220,23,20,1005.1
2.01401E+11,230,24,14,1007.1
2.01401E+11,220,25,11,1008.1
2.01401E+11,220,23,8,1008.5
2.01401E+11,220,22,7,1009.1
2.01401E+11,210,21,6,1009.1
2.01401E+11,210,22,6,1009.1
2.01401E+11,240,30,6,1009.1
2.01401E+11,240,31,5,1009.8
2.01401E+11,240,23,4,1011.9
2.01401E+11,220,21,3,1012.9
2.01401E+11,210,21,1,1013.9
2.01401E+11,230,22,0,1014.6
2.01401E+11,220,17,-1,1015.2
2.01401E+11,210,13,-1,1016.3
2.01401E+11,220,11,-1,1016.9
2.01401E+11,210,15,0,1018.3
2.01401E+11,210,18,0,1019
2.01401E+11,220,17,1,1019.3
2.01401E+11,220,22,0,1019
2.01401E+11,220,20,2,1018.3
2.01401E+11,230,21,4,1019
2.01401E+11,210,20,4,1019
2.01401E+11,210,14,5,1019.6
2.01401E+11,220,21,6,1020.3
2.01401E+11,210,15,7,1021
2.01401E+11,220,20,6,1022
2.01401E+11,200,21,6,1022.7
2.01401E+11,210,17,6,1023.4
2.01401E+11,210,13,6,1024
2.01401E+11,210,13,6,1025.1
2.01401E+11,220,14,6,1025.4
2.01401E+11,210,14,6,1026.1
2.01401E+11,210,9,7,1027.1
2.01401E+11,220,8,7,1027.8
2.01401E+11,200,8,7,1028.1
2.01401E+11,210,9,7,1028.4
2.01401E+11,210,10,8,1028.4
2.01401E+11,190,11,9,1028.8
2.01401E+11,190,10,10,1029.8
2.01401E+11,200,11,10,1030.5
2.01401E+11,200,13,12,1031.2
2.01401E+11,220,11,14,1030.8
2.01401E+11,180,10,15,1030.1
2.01401E+11,220,16,16,1029.8
2.01401E+11,230,11,17,1029.5
2.01401E+11,230,13,18,1029.8
2.01401E+11,250,13,19,1029.8
2.01401E+11,220,8,19,1030.1
2.01401E+11,230,9,19,1030.8
2.01401E+11,230,7,19,1030.5
2.01401E+11,220,6,19,1030.8
2.01401E+11,230,7,19,1031.2
2.01401E+11,230,6,19,1031.5
2.01401E+11,230,7,20,1031.8
2.01401E+11,220,10,19,1031.8
2.01401E+11,230,10,19,1031.8
2.01401E+11,240,10,19,1032.5
2.01401E+11,240,10,19,1033.2
2.01401E+11,240,10,19,1033.9
2.01401E+11,220,11,18,1034.9
2.01401E+11,220,11,17,1035.2
2.01401E+11,210,11,17,1036.2
2.01401E+11,220,10,17,1036.6
2.01401E+11,220,13,18,1037.9
2.01401E+11,220,14,19,1038.3
2.01401E+11,230,11,21,1038.3
2.01401E+11,200,13,22,1037.9
2.01401E+11,200,8,23,1036.9
2.01401E+11,180,5,24,1035.9
2.01401E+11,120,3,25,1035.2
2.01401E+11,140,8,26,1034.9
2.01401E+11,130,7,25,1034.9
2.01401E+11,120,10,25,1034.5
2.01401E+11,120,13,24,1033.5
2.01401E+11,120,8,23,1032.8
2.01401E+11,120,6,23,1032.2
2.01401E+11,140,9,23,1031.2
2.01401E+11,160,11,24,1030.5
2.01401E+11,150,5,24,1029.5
2.01401E+11,170,6,26,1029.1
2.01401E+11,180,3,24,1029.5
2.01401E+11,150,2,24,1029.5
2.01401E+11,150,5,26,1028.4
2.01401E+11,140,6,28,1027.4
2.01401E+11,160,7,28,1027.1
2.01401E+11,140,6,29,1026.4
2.01401E+11,160,7,29,1026.4
2.01401E+11,150,3,30,1026.8
2.01401E+11,140,5,31,1026.8
2.01401E+11,170,8,34,1026.1
2.01401E+11,170,8,36,1025.4
2.01401E+11,170,6,37,1024
2.01401E+11,140,2,38,1023.4
2.01401E+11,120,7,37,1023
2.01401E+11,130,9,39,1022.7
2.01401E+11,120,8,38,1021.7
2.01401E+11,150,6,39,1021.3
2.01401E+11,160,8,40,1021
2.01401E+11,140,17,41,1019.6
2.01401E+11,150,15,40,1018.3
2.01401E+11,150,11,40,1017.3
2.01401E+11,150,15,40,1016.3
2.01401E+11,130,20,40,1013.9
2.01401E+11,140,21,40,1011.5
2.01401E+11,140,21,41,1009.5
2.01401E+11,140,16,43,1008.8
2.01401E+11,150,16,46,1006.8
2.01401E+11,150,15,46,1005.4
2.01401E+11,150,15,46,1004.1
2.01401E+11,150,13,47,1003
2.01401E+11,150,13,46,1002.7
2.01401E+11,140,11,46,1001.7
2.01401E+11,150,16,49,1000
2.01401E+11,150,13,49,999.3
2.01401E+11,160,5,51,995.9
2.01401E+11,160,8,51,993.2
2.01401E+11,170,5,51,991.9
2.01401E+11,150,6,51,990.5
2.01401E+11,160,6,50,990.2
2.01401E+11,180,11,53,990.2
2.01401E+11,240,21,48,991.5
2.01401E+11,250,21,45,992.2
2.01401E+11,240,24,42,993.2
2.01401E+11,240,17,40,994.9
2.01401E+11,250,15,40,995.6
2.01401E+11,260,21,39,996.6
2.01401E+11,250,24,39,997.6
2.01401E+11,250,22,38,998.3
2.01401E+11,250,23,38,999.3
2.01401E+11,260,20,38,1000.3
2.01401E+11,270,18,37,1002.4
2.01401E+11,270,15,37,1003
2.01401E+11,270,17,37,1004.1
2.01401E+11,270,22,36,1005.8
2.01401E+11,260,16,36,1007.5
2.01401E+11,250,15,36,1008.5
2.01401E+11,260,13,36,1009.8
2.01401E+11,260,14,36,1010.5
2.01401E+11,260,16,35,1010.5
2.01401E+11,250,17,36,1011.2
2.01401E+11,250,13,36,1011.5
2.01401E+11,250,14,36,1012.2
2.01401E+11,250,16,36,1012.9
2.01401E+11,240,16,36,1014.2
2.01401E+11,240,10,36,1014.9
2.01401E+11,250,10,35,1015.2
2.01401E+11,230,7,35,1015.6
2.01401E+11,220,6,34,1014.9
2.01401E+11,170,10,35,1014.2
2.01401E+11,180,13,35,1014.6
2.01401E+11,180,14,36,1014.2
2.01401E+11,170,13,36,1013.5
2.01401E+11,170,10,37,1013.9
2.01401E+11,140,8,38,1013.5
2.01401E+11,140,7,38,1012.9
2.01401E+11,160,11,37,1011.9
2.01401E+11,140,7,37,1011.2
2.01401E+11,180,20,42,1010.5
2.01401E+11,170,16,44,1010.5
2.01401E+11,170,16,44,1010.5
2.01401E+11,180,16,47,1010.5
2.01401E+11,180,16,49,1009.5
2.01401E+11,160,13,49,1008.5
2.01401E+11,170,15,51,1007.1
2.01401E+11,170,11,52,1006.8
2.01401E+11,150,9,53,1006.1
2.01401E+11,160,10,54,1006.1
2.01401E+11,160,10,53,1006.1
2.01401E+11,180,13,53,1006.4
2.01401E+11,160,13,51,1005.8
2.01401E+11,180,15,50,1005.8
2.01401E+11,190,13,49,1005.8
2.01401E+11,180,11,49,1005.8
2.01401E+11,170,10,48,1005.4
2.01401E+11,170,13,47,1005.1
2.01401E+11,170,11,48,1004.7
2.01401E+11,170,9,47,1004.4
2.01401E+11,180,9,47,1004.7
2.01401E+11,190,7,46,1005.4
2.01401E+11,210,6,46,1004.7
2.01401E+11,230,7,45,1005.1
2.01401E+11,250,8,43,1006.4
2.01401E+11,250,7,42,1006.8
2.01401E+11,250,5,41,1007.1
2.01401E+11,250,9,41,1008.5
2.01401E+11,260,8,40,1008.1
2.01401E+11,250,8,41,1008.1
2.01401E+11,290,8,41,1007.8
2.01401E+11,300,13,37,1008.5
2.01401E+11,300,10,37,1008.8
2.01401E+11,300,7,36,1009.1
2.01401E+11,290,3,37,1009.1
2.01401E+11,240,3,37,1009.8
2.01401E+11,250,8,37,1010.5
2.01401E+11,220,6,36,1010.8
2.01401E+11,220,3,34,1011.2
2.01401E+11,210,3,31,1011.2
2.01401E+11,***,0,31,1010.5
2.01401E+11,160,6,31,1010.2
2.01401E+11,160,9,32,1010.5
2.01401E+11,150,8,32,1009.5
2.01401E+11,140,6,32,1009.5
2.01401E+11,160,6,34,1008.8
2.01401E+11,150,5,34,1008.8
2.01401E+11,230,14,37,1009.8
2.01401E+11,240,7,36,1009.8
2.01401E+11,250,11,34,1011.2
2.01401E+11,250,11,34,1012.2
2.01401E+11,240,11,34,1012.5
2.01401E+11,240,18,34,1013.2
2.01401E+11,240,16,33,1012.9
2.01401E+11,270,15,35,1012.5
2.01401E+11,250,11,35,1013.2
2.01401E+11,250,17,33,1013.9
2.01401E+11,240,15,32,1013.9
2.01401E+11,260,14,32,1014.6
2.01401E+11,250,14,30,1015.2
2.01401E+11,250,16,30,1015.6
2.01401E+11,230,8,29,1016.3
2.01401E+11,230,8,30,1016.6
2.01401E+11,220,9,30,1016.6
2.01401E+11,200,8,30,1015.9
2.01401E+11,230,8,29,1015.2
2.01401E+11,210,7,28,1015.2
2.01401E+11,230,6,28,1015.2
2.01401E+11,210,5,29,1015.6
2.01401E+11,230,10,28,1015.6
2.01401E+11,200,7,28,1015.2
2.01401E+11,170,6,28,1014.9
2.01401E+11,210,7,28,1015.2
2.01401E+11,230,6,28,1015.2
2.01401E+11,180,3,28,1015.2
2.01401E+11,160,8,29,1015.9
2.01401E+11,170,8,30,1015.2
2.01401E+11,190,8,31,1014.9
2.01401E+11,170,8,31,1012.9
2.01401E+11,170,7,33,1012.5
2.01401E+11,180,9,34,1012.2
2.01401E+11,40,11,32,1011.9
2.01401E+11,50,10,32,1011.9
2.01401E+11,60,7,33,1011.5
2.01401E+11,110,3,32,1011.9
2.01401E+11,100,11,32,1011.5
2.01401E+11,120,10,33,1011.9
2.01401E+11,140,8,32,1011.5
2.01401E+11,130,6,32,1011.5
2.01401E+11,140,6,31,1011.2
2.01401E+11,120,5,32,1010.8
2.01401E+11,110,3,32,1010.2
2.01401E+11,110,8,32,1009.8
2.01401E+11,130,6,32,1009.8
2.01401E+11,120,7,33,1009.1
2.01401E+11,160,8,31,1009.5
2.01401E+11,140,11,31,1009.5
2.01401E+11,150,7,32,1009.8
2.01401E+11,150,9,32,1009.8
2.01401E+11,150,7,33,1010.2
2.01401E+11,210,14,37,1010.5
